ID,English
QUEST_BEAR_4_11_QUESTINFODATA_ENCOUNTERTEXT,"As you walk through the forest, there is a sudden stillness. You feel a great unease... then you feel a prick in your neck. A poison dart! "
QUEST_BEAR_4_11_QUESTINFODATA_JOURNALENCOUNTERTEXT,"It was in the forest that the Wolf Spider, the King's personal assassin, made his presence known -- firing a poisoned dart at our hero!"
QUEST_BEAR_4_11_QUESTINFODATA_JOURNALRUMOURTEXT,<hero_name> had heard the rumors -- an assassin sent by the King himself was on the hunt. No doubt he wouldn't stay a rumor for long.
QUEST_BEAR_4_11_QUESTINFODATA_RUMOURTEXT,Best be careful walkin' through <quest_tile>. Word is the King has an assassin out lookin' for ya!
QUEST_BEAR_4_11_QUESTINFODATA_TITLE,The Wolf Spider
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Use your strength to move the obelisk.
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Try as our hero might, the stone obelisk proved too great a challenge. <hero_name>'s friend was doomed to die in the darkness below."
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You try to move the stone with all your might, but it is simply beyond your skills. Your friend remains trapped in the dungeon for all time."
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"Fortunately, thanks to the strength of the Bear Clan, the obelisk proved no problem, and <hero_name>'s friend was quickly freed!"
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"You strain with all your might, inching the massive stone pillar away from the blocked passage. Your friend is freed, and vows to join you."
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Go and look for help.
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"No aid would come for <hero_name>'s friend for many long, terrifying hours. It was enough to shake their friendship to its core."
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You leave your friend in the darkness and search for locals to help. Your friend is soon freed, but his confidence in you is shaken."
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""I can free your friend! With MAGIC! You'll see!"""
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>'s faithful apprentice tried to move the stone, but merely moved the ground beneath! Still, the trapped companion was freed!"
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"Your apprentice raises a paw to the obelisk, but nothing happens. Then, FWUMP! The floor collapses, opening a route for your friend!"
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""I can free your friend! With MAGIC! You'll see!"""
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>'s faithful apprentice tried to move the stone, but merely moved the ground beneath! Still, the trapped companion was freed!"
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"Your apprentice raises a paw to the obelisk, but nothing happens. Then, FWUMP! The floor collapses, opening a route for your friend!"
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"""A simple task!"""
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"Our hero's miner laughed at the sight of the boulder. It took them merely moments to shift the stone aside, clearing the way once more."
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"The miner leaps forward, pickaxe in hand. After a few minutes of clinking and clanging, the path is clear once more."
QUEST_BEAR_4_12_QUESTINFODATA_ENCOUNTERTEXT,"While exploring the dungeon with your companion, an earthquake rumbles, sending a giant stone obelisk crashing down between the both of you!"
QUEST_BEAR_4_12_QUESTINFODATA_JOURNALENCOUNTERTEXT,"Deep in the depths, an earthquake unsettled the earth, blocking <hero_name>'s good friend behind a massive stone obelisk."
QUEST_BEAR_4_12_QUESTINFODATA_JOURNALRUMOURTEXT,"<hero_name> found a loyal traveling partner anxious to venture into a nearby dungeon. Alas, they would find more than they bargained for!"
QUEST_BEAR_4_12_QUESTINFODATA_RUMOURTEXT,An adventurer loyal to the Bear Clan wants you to join 'em in a nearby dungeon. Could be some valuable treasure in there!
QUEST_BEAR_4_12_QUESTINFODATA_TITLE,The Obelisk
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Fight despite the odds!
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Unfortunately, <hero_name> could not summon miracles -- the bandit army swept through them like wheat, razing the village the ground."
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You stand with the old wolf, but it's clear you cannot defeat the approaching army. You are forced to flee after taking a blade to the side."
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"But <hero_name> refused to give up! Side-by-side, the two warriors beat back the bandit army, saving the village for all time!"
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"With the old wolf by your side, you crush the bandit army. As he dies, the old wolf offers a follower's card as thanks for one last battle."
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Leave the Wolf Clan warrior to his fate.
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> knew a lost battle when it reared its head, and our hero left the foolish wolf to his fate. The village was soon lost."
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"The old wolf offers you a sad nod, but remains to fulfill his oath. You can see a thick column of black smoke on the horizon as you depart."
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,Don your Lionheart Breast Plate and charge!
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"By donning the ancient Lionheart Breast Plate, our hero became an impervious force in the battle to come. The village was saved!"
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"You don the storied Lionheart Breast Plate, knowing it will protect you. You succeed in defending the village, and the bandits are slain."
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""Good steel will hold them back."""
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,The Blacksmith's skilled hands drew out enough weapons from a boiling forge to stem the bandit charge. The plains folk were safe.
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"Every villager brings their coal and firewood. A forge is built, and enough weapons hammered out to fight back the bandit charge."
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"""Sorin? The White Wolf?"""
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"A ruler's true cause, is to inspire. Our hero did this, with the help of their bard. The old wolf fought back the bandits single handed."
QUEST_BEAR_4_2_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"The old warrior bows his head. Your bard launches into a tale of his bravery. Honoured, Sorin charges, and defeats the attackers alone."
QUEST_BEAR_4_2_QUESTINFODATA_ENCOUNTERTEXT,You arrive to find the citizens petrified with fear. The only other warrior to show is an old Wolf Clan warrior looking for one last battle.
QUEST_BEAR_4_2_QUESTINFODATA_JOURNALENCOUNTERTEXT,"So our hero trekked to the village, learning the only other warrior there was an old wolf looking for one last battle. Things looked grim."
QUEST_BEAR_4_2_QUESTINFODATA_JOURNALRUMOURTEXT,Our hero had received word of a small plains community threatened by bandits. Only true warriors could help stave off the attack!
QUEST_BEAR_4_2_QUESTINFODATA_RUMOURTEXT,"Some plain-dwellers are lookin' for aid. Word is, bandits will be showing up any day now and they're looking for warriors to drive 'em back."
QUEST_BEAR_4_2_QUESTINFODATA_TITLE,One Last Good Fight
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Slay their leader.
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Unfortunately, our hero was not quick enough! Sensing treachery, the bandit leader ordered <hero_name>'s demise, and our hero fled."
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You try to make a move, but the bandit leader senses your treachery. He orders your demise, and you are forced to flee in failure."
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"But our hero was too quick! With a wave of the paw, a blinding light purged the bandit of Rot, saving the forest and its denizens from evil."
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"You raise your paw before the bandit leader can even say a word and he is engulfed by white light. He falls, and the others quickly flee."
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Attack! Show no mercy.
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"Our hero slew the guards first, but it was soon clear they had merely been brainwashed! The forest was saved, but the bandit leader escaped."
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You turn on the guards, though you soon realize they are brainwashed by the bandit leader. The forest is purged, but the blasphemer escapes."
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""You want to see true power?"""
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"<quest_tile> bore witness to a duel of dark magic. The preacher fell to our hero's warlock, and his disciples fled. Devestated."
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,The two Rot wizards raise their paws. Purple light flashes by. True magic. You stare. Your companion howls. The preacher turns to dust.
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,Fight Rot with Rot
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> did not wait for the bandit leader to speak, instead throwing the Raven's Beak Dagger to end his life. The forest was saved!"
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"You throw the dagger squarely at the bandit leader. It catches him in the throat and quickly drains him of Rot, purging the forest of evil."
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,Draw and Fire
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"The folk of Armello are still surprised at the Hand Cannon's power. Our hero slew the preacher with a single shot, then escaped.\n"
QUEST_BEAR_4_3_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"Before the spearman can act, you slide out a Hand Cannon and shoot the preacher dead. As his disciples scream, you escape."
QUEST_BEAR_4_3_QUESTINFODATA_ENCOUNTERTEXT,You enter the forest center surrounded by spearpoints -- this bandit preacher apparently wielding incredible power over the locals.
QUEST_BEAR_4_3_QUESTINFODATA_JOURNALENCOUNTERTEXT,"Our hero was quickly caught and escorted to the center of the forest. There, the bandit leader stood, ready to end <hero_name>'s life!"
QUEST_BEAR_4_3_QUESTINFODATA_JOURNALRUMOURTEXT,<hero_name> had been warned of a blaspheming bandit leader in a nearby forest preaching against the Wyld. He needed to be stopped!
QUEST_BEAR_4_3_QUESTINFODATA_RUMOURTEXT,Word is there's a bandit in a nearby forest preachin' against the Wyld. That can only mean one thing: Rot worshippers. Hurry an' stop 'em!
QUEST_BEAR_4_3_QUESTINFODATA_TITLE,The Bandit Blasphemer
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Search the area. Summon all your wits.
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"It was simply too much for our hero, unfortunately, and the path remained elusive. <hero_name> was forced to flee the mountain in failure."
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You try to rely on your wits to find a path, but you see nothing. You are soon driven from the mountain entirely, forced to flee in failure."
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"But not even foul magic would drive our hero away! Relying on wits alone, <hero_name> ascended the peak and slew the sorcerer with ease!"
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,Aha! Hidden among a pile of chilled bones is an old trail marker that leads you to the top. You expel the sorcerer from the peak with ease.
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Flee the mountain.
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"Alas, our hero knew better than to battle a sorcerer on their home turf. <hero_name> turned tail and fled, feeling smarter for the decision."
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,You cannot claim the throne of Armello if you freeze to death in these forsaken mountains! You make the smart choice and flee.
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,The Bane's Claw will reveal this fool!
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"Fortunately, with the Bane's Claw in paw, the sorcerer's shrieks of pain led our hero right to him! The peak was soon purged of its evil."
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"You heft the Bane's Claw, listening for the shriek of the Rot-infester sorcerer. You quickly home in on the sound, slaying him with ease."
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,Use the Winged Boots
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"The storm would have torn our hero's skin from their bones were it not for the Winged Boots. Using them, our hero slew the mage."
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,The winged boots lift you through the shifting snow and up above the storm. You spot the sorceress on the mountain peak. An easy battle.
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"""They must be above the storm!"""
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"Blinded and lost within the snowstorm, our hero was saved by their explorer. Soon, the sorcerer lay dead, and the mountain was cleansed."
QUEST_BEAR_4_4_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"Your explorer drags you through the blinding snow. Atop the mountain's peak you see the sorcerer, deep in a trance. They're an easy target. "
QUEST_BEAR_4_4_QUESTINFODATA_ENCOUNTERTEXT,"You make your way up the mountain, careful to follow the path much as you can -- but the snow blinds you and conceals your path."
QUEST_BEAR_4_4_QUESTINFODATA_JOURNALENCOUNTERTEXT,"The climb to the peak was hazardous, however, and <hero_name> was soon lost in a cloud of ice and snow."
QUEST_BEAR_4_4_QUESTINFODATA_JOURNALRUMOURTEXT,"A dastardly sorcerer had claimed a nearby mountain peak, encircling it in an eternal storm. Our hero sought to destroy him."
QUEST_BEAR_4_4_QUESTINFODATA_RUMOURTEXT,"An evil sorcerer, strong in the ways of the Rot, has cast this mountain in a cowl of eternal snow. End this deviant before his evil spreads."
QUEST_BEAR_4_4_QUESTINFODATA_TITLE,The Sorcerer on the Mountain
QUEST_BEAR_4_5_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Observe the locals from afar.
QUEST_BEAR_4_5_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"But our hero unfortunately lacked the wits necessary to find that ""something"" and was forced to flee empty-pawed. What could it have been?"
QUEST_BEAR_4_5_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"Without keen wits, unfortunately, the villagers seem to always know where you are. You are forced to leave the village empty-pawed."
QUEST_BEAR_4_5_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"Relying on wits alone, our hero discovered a secret altar to the Rot underground. Destroying it soon freed the village of its madness."
QUEST_BEAR_4_5_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"You track the locals to a secret underground altar, seemingly devoted to the Rot. You destroy the altar and free them of their madness."
QUEST_BEAR_4_5_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Retire to the inn.
QUEST_BEAR_4_5_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"Our hero retired to the inn to think, but the townsfolk revealed their true colours then, eyes purple with Rot! <hero_name> fled in terror!"
QUEST_BEAR_4_5_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You take the magistrate up on his offer, but almost immediately the townsfolk corner you, their eyes purple with Rot. You flee in terror."
QUEST_BEAR_4_5_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,Hide yourself with the Mirror Cape
QUEST_BEAR_4_5_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,The shifting mirror cape hid our hero from the villagers. Our hero was able to find the source of the darkness and destroy it.
QUEST_BEAR_4_5_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"Hidden by the mirror cape, you follow the villagers about. One leads you to a Rot Alter. Upon destroying it, the strange ""darkness"" fades."
QUEST_BEAR_4_5_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""I know where to go."""
QUEST_BEAR_4_5_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>'s spymaster quickly found the source of the evil: an altar devoted to the Rot! The two destroyed it, and the village was saved."
QUEST_BEAR_4_5_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,The Spymaster's keen senses track the evil to its source: an altar to the Rot! You smash it and free the village of its madness.
QUEST_BEAR_4_5_QUESTINFODATA_ENCOUNTERTEXT,"At first blush, the village seems normal. The town magistrate even offers you free accommodations at the local inn, but something seems off."
QUEST_BEAR_4_5_QUESTINFODATA_JOURNALENCOUNTERTEXT,"The village seemed rather ordinary at first, but everyone seemed a little too nice -- too accommodating. Something lurked under the surface."
QUEST_BEAR_4_5_QUESTINFODATA_JOURNALRUMOURTEXT,"Nobody could quite place it, but the villagers in a local settlement were acting... odd. Our hero set out to investigate."
QUEST_BEAR_4_5_QUESTINFODATA_RUMOURTEXT,"Somethin' dark looms over this settlement. Can't quite place it, but it's clear the Rot's at work there. You should check it out."
QUEST_BEAR_4_5_QUESTINFODATA_TITLE,A Most Curious Village
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Dodge through a nearby canyon.
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> tried to detour the wagons through a canyon, but the bandits weren't fooled. They cut it off, and robbed them all of their gold."
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"Sadly, the bandits are smarter than you. They go the long way around, cutting you off on the other end of the canyon and robbing you blind."
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"Thinking quickly, <hero_name> detoured the caravan into a nearby canyon, dividing the bandit forces. Our hero picked them off one by one."
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"The bandits take the bait, splitting their forces through the canyon and allowing you the opportunity to pick them off one by one."
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Detour the caravan through a nearby swamp.
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> turned to the swamp -- the bandits would be fools to follow them! Unfortunately, much of the caravan was claimed by the mire."
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"The bandits think you're crazy going into the swamp. The caravan escapes, but many traders are lost in the mire, along with your reward."
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""I know an old trick."""
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"An old merchants trick set up by the Coin Master fooled the bandits. The caravan continued on, unhindered."
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"The Coin Master searches the caravan. He fills a bag with straw, then knocks it out the back. The bandits seize it and run. Soundly fooled."
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,Take the bandits on
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"By now, <hero_name>'s name was known across Armello. The bandits, spotting our hero and their Royal Shield, decided to take flight."
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"Shrugging on the Royal Shield you stroll towards the bandits, ready for battle. Just seeing you makes them pause. They flee. Thankfully."
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"""Those bandits can't rob what isn't real! Allow me."""
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>'s loyal Conjurer created a mirror image of the caravan, fooling the bandits long enough to escape from the plains."
QUEST_BEAR_4_6_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"With a simple spell, the Conjurer creates an illusion of the caravan traveling in another direction. The bandits are quick to chase it."
QUEST_BEAR_4_6_QUESTINFODATA_ENCOUNTERTEXT,You walk with the caravan for many hours before you realize you are being followed by a group of bandits. They must be planning to rob you!
QUEST_BEAR_4_6_QUESTINFODATA_JOURNALENCOUNTERTEXT,Not long passed before <hero_name> realized an army of bandits was tracking them across the plains. Our hero needed a plan!
QUEST_BEAR_4_6_QUESTINFODATA_JOURNALRUMOURTEXT,Our hero had been summoned to protect a caravan of the Bear Clan through hostile bandit territory. The promise of a reward didn't hurt.
QUEST_BEAR_4_6_QUESTINFODATA_RUMOURTEXT,A caravan's setting off tomorrow and they're asking if you can offer protection. Could be a reward in it for ya!
QUEST_BEAR_4_6_QUESTINFODATA_TITLE,Bodyguard of the Wyld
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Meditate properly on your past deeds.
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Unfortunately, our hero lacked the spirit necessary to find meaning in past deeds. <hero_name> left the temple with a sense of unease."
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You attempt to meditate on your past deeds, but find little meaning in their outcomes. You leave the temple feeling unsure of your future."
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"Thinking back on past deeds, our hero found many lessons in them -- valuable knowledge for future trials and the quest for the throne."
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"You ruminate on your past actions. Each one seems to have a lesson you quickly discern, internalizing the knowledge for future obstacles."
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Rationalize your past deeds.
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"Instead of thinking on past deeds, however, our hero rationalized them, finding only reassurance and no lessons to learn."
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You do not meditate so much as reassure yourself of past successes. You learn nothing, but feel fulfilled all the same."
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""I know this place..."""
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"Bear temples have been lost for ages. But to the stranger, time seemed to have no meaning. They revealed the location of hidden treasures."
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"The stranger mutters to himself as he scurries through the temple corridors. After a few moments, he returns, holding a cache of Spell Cards."
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,The Wyldfyre Staff glows with a strange light...
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> was distracted by the Wyldfye Staff, however -- its odd glow leading our hero to an ancient treasure hidden in the temple!"
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"Your Wyldfyre staff glows in this place, and you quickly learn its attunement is leading you to a lost treasure hidden in the temple!"
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,Let the Wyld judge you
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"Rather than reflect, our hero raised the Wyld Talisman and opened their spirit to the Wyld. It judged them, and gave <hero_name> strength."
QUEST_BEAR_4_7_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"Meditation? Reflection? You've done it all before, but now it's time to let the Wyld judge you. The talisman grows warm. You feel stronger."
QUEST_BEAR_4_7_QUESTINFODATA_ENCOUNTERTEXT,"The trek to the summit is a cold and treacherous one, but you are soon passing through the threshold of a once great Bear Clan temple."
QUEST_BEAR_4_7_QUESTINFODATA_JOURNALENCOUNTERTEXT,"After ascending the tall peak, our hero discovered a gorgeous temple carved into a petrified old tree. It was time to medidate."
QUEST_BEAR_4_7_QUESTINFODATA_JOURNALRUMOURTEXT,"<hero_name> learned of an ancient, abandoned Bear Clan temple high above Armello. A meditative journey was clearly in order."
QUEST_BEAR_4_7_QUESTINFODATA_RUMOURTEXT,An ancient Bear Clan temple sits on a nearby peak. Walk its empty halls and ruminate on your actions to prepare for the grand battles ahead.
QUEST_BEAR_4_7_QUESTINFODATA_TITLE,A Meditative Dilemma
QUEST_BEAR_4_8_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Beg the Wyld to spare the pup.
QUEST_BEAR_4_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> appealed to the Wyld, but it ignored their cries. The Druids continued with the sacrifice, our hero's faith shaken by the act."
QUEST_BEAR_4_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You beg the Wyld to intervene, but it ignores you. The sacrifice continues, and the Wyld claims its prize. Your faith is shaken this day."
QUEST_BEAR_4_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"<hero_name> appealed to the Wyld, begging leniency for the pup. The Wyld felt mercy on that day, and the Druids released the pup."
