ID,SimplifiedChinese
QUEST_BEAR_3_5_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,<hero_name>不肯就范，而是对守卫发起了攻击，拼命争取自由！不久，莱维徳的王国灰飞烟灭。
QUEST_BEAR_3_5_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你反而攻击守卫——你的对手迅速加入你，你们一同将山中的邪恶生物斩杀殆尽！
QUEST_BEAR_3_5_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,杀掉你的对手，以打动独爪蜃。
QUEST_BEAR_3_5_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>不想杀死任何卑微的动物，而想逃出莱维徳的掌心，我们的英雄不得不击倒他们的对手。
QUEST_BEAR_3_5_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你祈求自己对手的原谅，但为了阿门罗着想他们必须受死。你赢了这场战斗，很快就被释放了。
QUEST_BEAR_3_5_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,穿上盔甲逃离！
QUEST_BEAR_3_5_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,狮心胸甲阻挡了独爪蜃战士每次笨拙的攻击。我们的英雄杀掉很多独爪蜃战士，然后逃离了钢铁深渊。
QUEST_BEAR_3_5_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,独爪蜃的武器一碰狮心胸甲便粉碎了。你闯过竞技场的大门，沿山而逃。
QUEST_BEAR_3_5_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,使用皇家盾牌轻松逃脱。
QUEST_BEAR_3_5_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,他们和守卫中间横着皇家盾牌，<hero_name> 单爪打败独爪蜃的军队，让整座山摆脱了他的疯狂控制。
QUEST_BEAR_3_5_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,你举起皇家盾牌，毫不费力地躲过守卫的攻击。你曾经的对手为感谢你，送给你一张珍贵的卡牌。
QUEST_BEAR_3_5_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,开火
QUEST_BEAR_3_5_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,独爪蜃的竞技场非常残酷。我们的英雄只看到一个出路。胜利了！他们用手炮杀死了对手，获得了自由。
QUEST_BEAR_3_5_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,竞技场上没有荣耀可谈。你举起手炮开火，杀死了对手。作为胜利者，你获得了自由并得到奖励。
QUEST_BEAR_3_5_QUESTINFODATA_ENCOUNTERTEXT,你被强大的莱维徳俘虏了，被迫在深山中的竞技场进行战斗。你的对手已恭候多时！
QUEST_BEAR_3_5_QUESTINFODATA_JOURNALENCOUNTERTEXT,唉，我们的英雄很快发现自己被扔在同一个角斗场里，被迫与一名无辜的英雄角斗，以供莱维徳消遣！
QUEST_BEAR_3_5_QUESTINFODATA_JOURNALRUMOURTEXT,我们的英雄听说过强大的莱维徳 - 他是一个疯狂的军阀，强迫英雄们在钢铁和石头筑成的角斗坑中角斗至死。
QUEST_BEAR_3_5_QUESTINFODATA_RUMOURTEXT,小心行经那些山脉附近！强大的老莱维徳统治着那里，俘虏勇士并让他们角斗至死。
QUEST_BEAR_3_5_QUESTINFODATA_TITLE,钢铁角斗坑
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,斩杀全部三个首领——为了阿门罗的大义。
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>试图斩倒罪犯，但强盗们更强更快，击败了我们的英雄，迫使他们逃走。
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,杀了这三个无疑会让阿门罗变得更好，但你缺乏这样的本事。他们迅速击败了你，迫使你逃离。
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,对付罪犯最好的谈判方法是什么？当然是干掉他们！我们的英雄大开杀戒，夺得了宝藏！
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你有个可行的办法：将这三个犯罪败类从这片土地上清除！你将他们斩倒，把宝藏收入囊中。
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,仲裁三者之间的决斗。
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,我们的英雄决定最佳的解决方案是三个犯罪首领之间的决斗。获胜者带走了宝藏，而冲突也平息了。
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你退后一步，让三人彼此决斗。两名冷酷无情的罪犯败下阵来，第三人夺得了宝藏。有总比没有好！
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""这是我们的！攻击！"""
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,谈判需要时间。我们的英雄有王座可以争夺。在狂战士的帮助下，他们杀死了强盗，分掉了宝藏。
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,狂战士抓住了最靠近的两个强盗，猛击他们的头部。你杀掉了第三个强盗。你和同伴分掉了战利品。
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,偷走箱子里的东西
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,趁强盗争论分赃时，我们的英雄披明镜披风飘到宝箱旁，带走了所有能带走的东西。
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,明镜披风可让你如幽幽鬼影般从强盗身旁飘过。你带上箱子里所有能带走的东西，逃走了。
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,将箱子据为己有
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,伪装的面具的力量常常被低估。我们的英雄可利用计谋和谎言拿走一部分战利品。
QUEST_BEAR_3_6_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"强盗们笑了。他们说""你是谁？""，你戴上伪装的面具。经过一番争论和巧言令色，你得到了一部分战利品。"
QUEST_BEAR_3_6_QUESTINFODATA_ENCOUNTERTEXT,你到达现场后发现三名当地土匪部落的首领在争论上了锁的箱子，各自都声称归自己所有。
QUEST_BEAR_3_6_QUESTINFODATA_JOURNALENCOUNTERTEXT,<hero_name>知道任何分歧都可能导致无数无辜者丧命，于是开始仲裁这起纠纷。
QUEST_BEAR_3_6_QUESTINFODATA_JOURNALRUMOURTEXT,我们的英雄已经被告知了一起当地的犯罪纠纷：一个小偷在三个犯罪团伙之间的边界掉下了赃物。
QUEST_BEAR_3_6_QUESTINFODATA_RUMOURTEXT,似乎有个小偷刚好死在三个匪帮边界的路上。现在他们在争吵谁能占有这笔赃物！
QUEST_BEAR_3_6_QUESTINFODATA_TITLE,死贼的箱子
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,接近光芒。
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,我们的英雄走近光芒，却察觉不对。温暖的光变成了灼痛，我们的英雄仓皇逃离，皮毛被怀尔德之火燎焦。
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你向着光芒更近一步，但开始时舒适的温暖变得灼热疼痛。在你逃走时，你的皮毛几乎都要烧起来了。
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,我们的英雄感觉到与怀尔德的感应，走近了它。光芒发亮，凝聚成形，变成了一块灵石！
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你向那道奇异的光芒走近一步，感到平静的温暖包围着你。光芒凝聚成形……一块灵石落在了地上。
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,远离光芒。
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,我们的英雄足够明智，知道不能染指怀尔德，并决定远离光芒。也许这是最好的选择。
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,最好尽可能不去招惹怀尔德。离开时你感到与怀尔德的联结更强了，但此外再无动静。
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,摧毁那道异象
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,凶猛狂暴的魔法对阿门罗人是一大威胁。<hero_name>用月亮镰刀净化了那道异象。安全为上。
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,最好别让怀尔德不加约束。你举起月亮镰刀，用闪亮的刀刃划过那道裂隙。它消失了，但魔法仍在萦绕。
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""这是怀尔德的一道裂隙。我或许能派上用场。"""
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,咒法师精于将怀尔德的意志化作实体。光芒塑成一件珍贵的物品——一份来自怀尔德的赠礼！
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,你忠诚的咒法师举起双手，那道裂隙随之起了反应，化作一件珍贵的物品——怀尔德本身的赠礼！
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"""我要跳进去了！"""
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,再一次，傻瓜向最大的危险发起的轻率攻击证明是有用的。泪珠为他们和我们的英雄灌输了魔法。\n
QUEST_BEAR_3_7_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,聪明的傻瓜跃升于泪珠之上。你蒙住自己的眼睛。当你偷看时，发现裂缝不见了，傻瓜睡着了，魔法停留在空中。
QUEST_BEAR_3_7_QUESTINFODATA_ENCOUNTERTEXT,你走近巨石阵，发现其正上方悬着一道奇异的光芒。感觉它似乎在某种程度上与怀尔德相通。
QUEST_BEAR_3_7_QUESTINFODATA_JOURNALENCOUNTERTEXT,走近巨石后，<hero_name>看到了那道光芒——某种诞生于怀尔德的存在，悬浮在一切存在之外。
QUEST_BEAR_3_7_QUESTINFODATA_JOURNALRUMOURTEXT,一道奇怪的光芒让自己感知到附近一小堆立石。但是，它的目的是什么？我们的英雄会找出答案！
QUEST_BEAR_3_7_QUESTINFODATA_RUMOURTEXT,附近的一圈石头发出一道奇怪的光芒。不确定这是何物，但可能值得一探究竟。
QUEST_BEAR_3_7_QUESTINFODATA_TITLE,怀尔德之泪
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,向怀尔德寻求指引。
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>试图召唤怀尔德求助，但毫无作用。流浪者依然被困……直到身体衰弱而亡。
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你请怀尔德帮助指引这个迷失的灵魂脱离腐化，但它没理你。流浪者注定永远无法从他们的昏迷中醒来。
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,<hero_name>与怀尔德交流，将它引向流浪者，最终将他们从心灵战场中解救出来。
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你小声恳求怀尔德并感觉自己的精神在升腾 - 你和流浪者均是如此。他们睁开了眼睛，最终得到了解救。
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,别管流浪者。
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,但<hero_name>考虑了参加这样的战斗带来的后果 - 这可能是灾难性的！于是，他们任由流浪者而去。
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,如果这个流浪者陷入与腐化的战斗，你认为最安全的选择就是随他们去。是的，绝对是最安全的。
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""流浪者陷入恍惚？我有一个好曲子可以帮忙。"""
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,<hero_name> 想出一个计划——吟游诗人弹奏的旋律不绝于耳，这会将流浪者从他们的监狱中拉出来！就这样，流浪者被解救了！
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,吟游诗人弹奏起一段萦绕心头的曲调，穿透了笼罩着流浪者的帷幕。流浪者如释重负，为感谢你的帮助，献上一份奖赏。
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""这样的梦，我以前也做过。"""
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,陌生人的行事方式对阿门罗所有人来说仍是谜。那一天，这些方式拯救了这位梦想家，也为我们的英雄赢得了一份礼物。
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,陌生人走上前来，眼睛泛着微光。他在梦想家的耳畔低语。你不知道他说了什么，但是梦想家就这样喘着气醒了。
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,使用玩偶
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,若没有我们的英雄相助，陌生人的腐化之梦本会将其吞噬。幸运的是，<hero_name> 的玩偶娃娃足以唤醒他们。
QUEST_BEAR_3_8_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,你需要的只是一根头发。你激活了玩偶。几针刺下就让陌生人从恍惚中醒来。
QUEST_BEAR_3_8_QUESTINFODATA_ENCOUNTERTEXT,流浪者并非你最初以为的只是在冥想——他们在自己的精神世界中迷失了，被腐化本身困住了！
QUEST_BEAR_3_8_QUESTINFODATA_JOURNALENCOUNTERTEXT,流浪者被腐化所困，他们的头脑成了邪恶腐化力量的战场。我们的英雄必须伸出援手！
QUEST_BEAR_3_8_QUESTINFODATA_JOURNALRUMOURTEXT,在路边，一个流浪者坐着发呆，看似在冥想。然而，他们平静的状态下掩盖更可怕的煎熬。
QUEST_BEAR_3_8_QUESTINFODATA_RUMOURTEXT,刚才从一个商人那里听说，有一个流浪者在路边冥想 - 如果他们醒来，可能是一个有用的盟友！
QUEST_BEAR_3_8_QUESTINFODATA_TITLE,宁静和心灵
QUEST_BEAR_3_9_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,听从怀尔德。寻求指引。
QUEST_BEAR_3_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>聆听着怀尔德的指引召唤，但什么也没听到。他们不停地找，但在老神殿里一无所获。
QUEST_BEAR_3_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你闭上眼睛，聆听怀尔德，但你毫无收获。搜寻数小时之后，你两手空空地离开了。
QUEST_BEAR_3_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,<hero_name>聆听着怀尔德的指引召唤，很快便发现了藏在地板下的其余宝藏！
QUEST_BEAR_3_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你闭上眼睛聆听怀尔德。它把你往下引——到地板。不，地板下面！在那里，你发现了一件藏起来的文物！
QUEST_BEAR_3_9_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,向怀尔德表示敬意。
QUEST_BEAR_3_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>忽略了古代宝藏的呼唤，而是选择修葺神殿。至少可以说这是一种精神上的福音。
QUEST_BEAR_3_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你不理会古老的宝藏，而是尽力修葺旧神殿。怀尔德在你体内奔涌——此行值得。
QUEST_BEAR_3_9_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""会是藏在地下的某些宝藏吗？还是在墙上？"""
QUEST_BEAR_3_9_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,<hero_name> 向矿工求助，矿工用鹤嘴锄敲击古老的石头，然后出现一张有用的法术卡，它深藏于石头中。
QUEST_BEAR_3_9_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,你让矿工带着她的鹤嘴锄来到神殿，在这个过程中你将神殿破坏掉，但是还发掘出一张可以使用的宝贵法术卡！
QUEST_BEAR_3_9_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""会是藏在地下的某些宝藏吗？还是在墙上？"""
QUEST_BEAR_3_9_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,<hero_name> 向矿工求助，矿工用鹤嘴锄敲击古老的石头，然后出现一张有用的法术卡，它深藏于石头中。
QUEST_BEAR_3_9_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,你让矿工带着她的鹤嘴锄来到神殿，在这个过程中你将神殿破坏掉，但是还发掘出一张可以使用的宝贵法术卡！
QUEST_BEAR_3_9_QUESTINFODATA_ENCOUNTERTEXT,你已经到达了古老的神殿，发现一片惨状：古代工艺品已全部被盗或被毁。有什么会留下？
QUEST_BEAR_3_9_QUESTINFODATA_JOURNALENCOUNTERTEXT,我们的英雄攀登到顶峰，寻找任何可能留下的东西 - 古代熊族文物可能在他们的任务中帮助他们的任何东西。
QUEST_BEAR_3_9_QUESTINFODATA_JOURNALRUMOURTEXT,在雄伟的山峰上，一座古代熊族神殿静候着来访者。劫掠者匆匆掳走了几乎所有东西。几近全部。
QUEST_BEAR_3_9_QUESTINFODATA_RUMOURTEXT,在<quest_tile>发现了一座熊族神殿。劫掠者将其洗劫一空，但也许会有遗留之物？
QUEST_BEAR_3_9_QUESTINFODATA_TITLE,失落的怀尔德神殿
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,尝试拯救一切。
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>试图拖动宝藏和大部头书籍，但缺乏必要的力量。图书馆烧毁了，一切都完了。
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你尝试举起大部头古书籍，但你力不从心。你被迫放弃一切逃了出来，火势紧随其后。
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,<hero_name>将大部头书籍和宝藏收集起来。仅仅依靠个人的力量，我们的英雄在国王守卫到来之前就将其转移到了安全地带。
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你迅速行动，尽量抓住宝藏和大部头书籍，并将其拖到安全地带。你的努力保住了熊族世代的知识积累。
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,只收集最有价值的书籍。
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>迅速行动，拯救了几本最有价值的大部头书籍。那一天损失了很多知识，但本可能更糟。
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,明知如此，那么试图拯救一切东西就并非明智之举，你在逃走之前只是有选择性地抓了几样物品。有总比没有好！
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,赶走守卫
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,我们的英雄利用伪装的面具给过来的守卫发出虚假的指令。文物安全了，但是守卫还会回来。
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,伪装的面具足以骗过守卫，让他们误以为你向他们发出了指令。你赶走了他们。暂时。
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""快！把他们藏进我的大篷车！"""
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,我们英雄的贸易者敦促 <hero_name> 行动起来。他们一起把许多文物藏在她的货车里，然后便匆匆离开了城里。
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,贸易者的大篷车可以藏许多珍贵的货物。你经过守卫把它们偷偷运走，挽救了大部分熊族历史。
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"""需要更多帮助吗？让我来帮忙！"""
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,<hero_name> 让强大的狂战士前来帮忙，尽管后来发现他不够老练，把许多文物和书籍丢在了出城的路上。
QUEST_BEAR_4_10_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,你忠诚的狂战士帮忙移动书籍。他很强壮，但是有点笨手笨脚，把许多物件丢掉了。不过还好，总比什么都没有挽救到强。
QUEST_BEAR_4_10_QUESTINFODATA_ENCOUNTERTEXT,你到达了聚落，远处升起了浓烟。国王守卫正在赶来，留给你炮制计划的时间所剩无几。
QUEST_BEAR_4_10_QUESTINFODATA_JOURNALENCOUNTERTEXT,国王守卫正在途中，远处升起了浓烟。几乎没有时间来挽救家族的古代工艺品和书籍！
QUEST_BEAR_4_10_QUESTINFODATA_JOURNALRUMOURTEXT,在附近的一个聚落，国王守卫正准备烧毁熊族的古书和宝藏。<hero_name>出发去进行拯救。
QUEST_BEAR_4_10_QUESTINFODATA_RUMOURTEXT,熊族工艺品和大部头书籍的收藏正面临被国王守卫烧毁的危险！出发！快去拯救！
QUEST_BEAR_4_10_QUESTINFODATA_TITLE,图书馆
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,坚持到底！找到你的毒害者！
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,当<hero_name>倒在森林的地面昏迷不醒时，刺客露出了笑容。只有靠运气，我们的英雄才能在即将来临的攻击中幸存下来。
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你靠自己的力气向前挺进，但毒性太强。国王的刺客今天对你已经占了上风。
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,但<hero_name>可不是这么好对付的！挨着疼痛，我们的英雄干掉了站在那里的刺客！
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你转过身子，冲入草丛中。国王的刺客被震惊了 - 当你杀了他并夺走他的挎包时更是如此。
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,隐藏起来，等毒性自然消退。
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>转身逃进森林，躲开了刺客警惕的目光。毒性走完发作全程，我们的英雄安然无恙。
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你从刺客那里跑开，在完全昏迷之前让自己滚入一个小的深沟。你在数小时后醒来，独自一人。
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""你已经中毒了！这里有解药！"""
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,幸运的是，<hero_name> 忠诚的炼金术士很快炼出了解药。我们的英雄很快追捕到刺客，结束了他的性命。
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,炼金术士很快治好了你的疾病，让你能轻松地追逐到国王的刺客，并结束了他的恶毒行径。
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""拿着！你需要等待。"""
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,毒药很厉害，要不是药剂师在，我们的英雄可能已经丧命。刺客的诡计得逞了。
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,全身虚弱无力。你倚着一棵树瘫坐下来。药剂师守在你身边照料，直到毒性消退。
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,展示皇家旗帜
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,国王的杀手不会杀掉忠诚者。皇家旗帜足以让你获得信任。刺客给出了解药。
QUEST_BEAR_4_11_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,国王的刺客？你举起皇家旗帜，让他看到你的忠诚。过了一会儿，一只老鼠从树丛里跑出来，已经拿到解药了。
QUEST_BEAR_4_11_QUESTINFODATA_ENCOUNTERTEXT,当你走在森林里时，突然一阵寂静。你觉得很不安……随后你觉得脖子上被刺了一下。毒镖！
QUEST_BEAR_4_11_QUESTINFODATA_JOURNALENCOUNTERTEXT,在森林里，国王的私人刺客“狼蛛”现出了踪迹——朝我们的英雄射出一枚毒镖！
QUEST_BEAR_4_11_QUESTINFODATA_JOURNALRUMOURTEXT,<hero_name>听到传闻 - 国王亲自派出的刺客正在展开追捕。毫无疑问，传言很快会变为现实。
QUEST_BEAR_4_11_QUESTINFODATA_RUMOURTEXT,走过<quest_tile>时要万分小心。据说国王派出了一名刺客正四处搜寻！
QUEST_BEAR_4_11_QUESTINFODATA_TITLE,狼蛛
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,用你的力量来移动方尖碑。
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,尽管我们的英雄竭尽所能，但事实证明方尖石碑是一项巨大的挑战。<hero_name>的朋友注定要在地下黑暗中死去。
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你试图尽全力移动石头，但这完全超出了你的能力范围。你的朋友仍被困在地牢中，永无天日。
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,幸运的是，由于熊族的实力，方尖碑不在话下，而<hero_name>的朋友很快就被解救了！
QUEST_BEAR_4_12_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你凝聚自己所有的力量，将石柱从堵塞的通道缓慢地移开。你的朋友被解救出来，并发誓要加入你。
